,Function,Original Comment,Predicted comment
214,def is enabled self feature name check for a particular feature by name parameters feature name str the name of a valid feature as string for example returns boolean true if it's enabled false if it's disabled runtimeerror if the feature is not known feature name feature name upper if feature name not in self raise runtimeerror feature ' ' is unknown known features are format feature name list self keys return self feature name enabled ,check for a particular feature by name parameters feature name str the name of a valid feature as string for example returns boolean true if it's enabled false if it's disabled runtimeerror if the feature is not known , returns a list of class instances instances
215,def bigtable readers self access to bigtable reader role memebers for example literalinclude snippets py start after start bigtable readers policy end before end bigtable readers policy result set for member in self bindings get bigtable reader role result add member return frozenset result ,access to bigtable reader role memebers for example literalinclude snippets py after bigtable policy before bigtable policy , returns a list of class instances instances instances instances of a class class pyspark sql sql sql sql sql sql sql sql sql sql sql age 2 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b' 'b'
216,def is valid url url from misc import to text if not url return url pieces urllib parse urlparse to text url return all pieces scheme pieces netloc ,checks if a given string is an url , returns a dictionary of a dictionary of a dictionary of a dictionary of objects objects to a list of strings if a dictionary is a dictionary of a dictionary of a dictionary
217,def dropout mask x tensor sz collection int p float return a dropout mask of the same type as x size sz with probability p to cancel an element return x new sz bernoulli 1 p div 1 p ,return a dropout mask of the same type as x size sz with probability p to cancel an element , remove a new node from a node
218,def build graph formula ''' builds the graph from the formula ''' graph for in formula for in for neg in false true graph neg for a a neg b b neg in formula add edge graph a a neg b not b neg add edge graph b b neg a not a neg return graph ,builds the graph from the formula , returns a list of class google cloud bigquery bigquery instance instance
219,def get dirname self index   fname self get filename index  if fname  if osp isdir fname  return else  return osp dirname fname ,return dirname associated with index , returns a list of class names
220,def peak signal to noise ratio true pred image quality metric based on signal power vs power of the noise args true the ground truth image pred the predicted image returns peak signal to noise ratio return 10 0 tf log 1 0 mean squared error true pred tf log 10 0 ,image quality metric based on signal power vs power of the noise args true the ground truth image pred the predicted image returns signal to noise ratio , convert a list of strings to a list of strings if possible
221,def update self kwargs update the settings according to the keyword arguments args kwargs the keyword arguments to set corresponding fields for arg in kwargs if hasattr self arg setattr self arg kwargs arg else raise valueerror invalid rayparams parameter in update s arg self check usage ,update the settings according to the keyword arguments args kwargs the keyword arguments to set corresponding fields , returns a list of class pyspark instances instances
222,def get host url deprecated use func parse url instead p parse url url return p scheme or 'http' p hostname p port ,deprecated use func parse url instead , returns a list of all files in this project
223,def dtype for t if t in dtype dict return dtype dict t return np typedict get t t ,return my dtype mapping whether number or name , returns a list of class instances instances instances instances of a list of class instances instances
224,def update labels self func map a function over baseline and adjustment values in place note that the baseline data values must be a labelarray if not isinstance self data labelarray raise typeerror 'update labels only supported if data is of type labelarray ' map the baseline values self data self data map func map each of the adjustments for row adjustments in iteritems self adjustments for adjustment in row adjustments adjustment value func adjustment value ,map a function over and adjustment values in place note that the data values must be a labelarray , returns a list of class google cloud bigquery query schemafield a dictionary of a dictionary of all rows in a dictionary
225,def get model params '''get model according to parameters''' model dict svr decisiontreeregressor if not model dict get params 'model name' log exception 'not supported model ' exit 1 model model dict params 'model name' try if params 'model name' model kernel params kernel' elif params 'model name' model weights params except exception as exception log exception exception raise return model ,get model according to parameters , returns a list of class names
226,def root p q type root treenode type p treenode type q treenode rtype treenode if root is none or root is p or root is q return root left root left p q right root right p q if left is not none and right is not none return root return left if left else right ,type root treenode type p treenode type q treenode rtype treenode , calculate a random image of image and returns a list of strings
227,def setup app ''' required sphinx extension setup function ''' app add config value 'bokeh dir' join docs 'html' app connect 'config inited' config inited handler app add directive 'bokeh ,required sphinx extension setup function , create a temporary context for a given context
228,def rotate degrees uniform rotate image by degrees angle degrees math pi return cos angle sin angle 0 sin angle cos angle 0 0 0 1 ,rotate image by degrees , convert a list of strings to a list of strings if possible
229,def mkdir temp mode context manager that makes a temporary directory and yields it name directory is deleted after the context exits parameters mode octal permissions to apply to the directory defaults to because don't want directories world writable returns str path to the directory temp dir none try temp dir tempfile mkdtemp os chmod temp dir mode yield temp dir finally if temp dir shutil rmtree temp dir ,context manager that makes a temporary directory and yields it name directory is deleted after the context exits parameters mode octal permissions to apply to the directory defaults to because don't want directories world writable returns str path to the directory , returns a list of class instances
230,def var self bias false args kwargs exponential weighted moving variance nv validate window func 'var' args kwargs def f arg return arg arg self com int self adjust int self ignore na int self min periods int bias return self apply f kwargs ,exponential weighted moving variance , returns a list of class instances instances
231,def name self if not hasattr self name self name hub module embedding format self key return self name ,returns string used for variable scope and naming , returns a list of class instances instances
232,def query plan self return query plan from job statistics if present see https cloud google com bigquery docs reference rest v2 jobs statistics query rtype list of class returns mappings describing the query plan or an empty list if the query has not yet completed plan entries self job statistics get return from api repr entry for entry in plan entries ,return query plan from job statistics if present see https cloud google com bigquery docs reference rest v2 jobs statistics query rtype list of class returns mappings describing the query plan or an empty list if the query has not yet completed , returns a list of class instances instances
233,def qa data calc data xdxr mv xdxr query 6' loc dropna res pd concat data mv axis 1 res res assign shares res shares after fillna method 'ffill' res after fillna method 'ffill' return res assign mv res close res shares 10000 mv res close res 10000 drop axis 1 loc slice data index remove unused levels levels 0 0 data index remove unused levels levels 0 1 slice none ,, return a list of class google cloud bigquery
234,def format operation operation parameters none formats parameters in operation in way bigquery expects type str param operation a google bigquery query string type mapping str any or sequence any param parameters optional parameter values rtype str returns a formatted query string raises class google cloud bigquery dbapi if a parameter used in the operation is not found in the parameters argument if parameters is none return operation if isinstance parameters collections abc mapping return format operation dict operation parameters return format operation list operation parameters ,formats parameters in operation in way bigquery expects type str param operation a google bigquery query string type mapping str any or sequence any param parameters optional parameter values rtype str returns a formatted query string raises class google cloud bigquery if a parameter used in the operation is not found in the parameters argument , add a new node to a list of strings
235,def merge float64 lhs rhs type pylint disable unused argument lhs kind lhs whichoneof kind if lhs kind string value return value string value lhs string value rhs string value rhs kind rhs whichoneof kind array continuation lhs kind number value and rhs kind string value and rhs string value if array continuation return lhs raise unmergeable lhs rhs type ,helper for ' merge by type' , returns a list of class instances instances instances instances
236,def transformer librispeech tpu v2 hparams transformer librispeech v2 update hparams for tpu hparams hparams batch size 16 librispeech set librispeech length hparams hparams return hparams ,hparams for training asr model on librispeech on tpu v2 , hparams for training languagemodel lm1b32k packed params params
237,def format object attrs obj return a list of tuples of the attr formatted value for common attrs including dtype name length parameters obj object must be iterable returns list attrs if hasattr obj 'dtype' attrs append 'dtype' ' ' format obj dtype if getattr obj 'name' none is not none attrs append 'name' default pprint obj name max seq items get option 'display max seq or len obj if len obj max seq items attrs append len obj return attrs ,return a list of tuples of the attr formatted value for common attrs including dtype name length parameters obj object must be iterable returns list , returns a list of class pyspark instances instances
238,def memory usage self deep false memory usage of my values parameters deep bool introspect the data deeply object dtypes for system level memory consumption returns bytes used notes memory usage does not include memory consumed by elements that are not components of the array if deep false see also numpy ndarray nbytes return self codes nbytes self dtype categories memory usage deep deep ,memory usage of my values parameters deep bool introspect the data deeply object dtypes for system level memory consumption returns bytes used notes memory usage does not include memory consumed by elements that are not components of the array if deep false see also numpy ndarray , returns a list of class instances instances
239,def asml self convert this matrix to the new mllib local representation this does not copy the data it copies references return py class pyspark ml linalg sparsematrix versionadded 2 0 0 return newlinalg sparsematrix self numrows self numcols self colptrs self rowindices self values self istransposed ,convert this matrix to the new mllib local representation this does not copy the data it copies references return py class pyspark ml linalg sparsematrix versionadded 2 0 0 , returns a list of class instances instances instances fields returns a list of class instances instances
240,def self project attribute default returns the value of the specified attribute in the specified jamfile module assert isinstance project basestring assert isinstance attribute basestring assert isinstance default basestring or default is none return self module2attributes project attribute default ,returns the value of the specified attribute in the specified jamfile module , returns a list of class google cloud bigquery model uid a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a dictionary returns a dictionary of class google cloud bigquery query schemafield a dictionary of class google cloud bigquery query schemafield a dictionary returns a dictionary of class google
241,def parse params self ngpu 1 kwargs take in a dictionary of parameters and applies attack specific checks before saving them as attributes attack specific parameters param ngpu required int the number of gpus available param kwargs a dictionary of parameters for attack return status super self parse params kwargs self ngpu ngpu return return status ,take in a dictionary of parameters and applies attack specific checks before saving them as attributes attack specific parameters param required int the number of gpus available param kwargs a dictionary of parameters for attack , returns a list of class parse instance
242,def apply limit to sql cls sql limit database if cls limit method wrap sql sql sql strip ' t n ' qry select ' ' select from text sql ' ' alias 'inner limit limit return database compile sqla query qry elif force limit parsed query sql parse sql sql parsed query get query with new limit limit return sql ,the sql statement to apply a limit , returns a list of class instances instances instances instances
243,def from pandas cls df block partitions cls improve simple pandas dataframe to an advanced and modin dataframe args cls object to convert the dataframe to df pandas dataframe object block partitions cls object to store partitions returns returns datamanager containing data from the pandas dataframe new index df index new columns df columns new dtypes df dtypes new data block partitions cls from pandas df return cls new data new index new columns dtypes new dtypes ,improve simple pandas dataframe to an advanced and modin dataframe args cls object to convert the dataframe to df pandas dataframe object block partitions cls object to store partitions returns returns datamanager containing data from the pandas dataframe , returns a list of class pyspark instances instances
244,def vq discrete unbottleneck x hidden size x shape common layers shape list x x tf to float x bottleneck size common layers shape list x 1 means get vq bottleneck size hidden size result tf matmul tf reshape x 1 x shape 1 means return tf reshape result x shape 1 hidden size ,simple undiscretization from vector quantized representation , create a new context context for a given context
245,def cache key self extra the cache key is made out of the key values in query obj plus any other key values in extra we remove datetime bounds that are hard values and replace them with the use provided inputs to bounds which may be time relative as in 5 days ago or now cache dict self to dict cache dict update extra for k in 'from 'to del cache dict k if self time range cache dict 'time range' self time range json data self json dumps cache dict sort keys true return hashlib md5 json data encode 'utf 8' hexdigest ,the cache key is made out of the key values in query obj plus any other key values in extra we remove datetime bounds that are hard values and replace them with the use provided inputs to bounds which may be time relative as in 5 days ago or now , returns a dictionary of a dictionary of a dictionary of a dictionary of objects objects to a list of rows
246,def feed self x args x float or np ndarray must have the same shape self n 1 delta x self mean self mean delta 1 0 self n x self mean self m2 delta ,args x float or np ndarray must have the same shape , returns a list of class instances instances
247,def run command command env run command in sub process runs the command in a sub process with the variables from env added in the current environment variables parameters command list str the command and it's parameters env dict the additional environment variables returns int the return code of the command copy the current environment variables and add the from env cmd env os environ copy cmd env update env p popen command universal newlines true bufsize 0 shell false env cmd env p communicate return p returncode ,run command in sub process runs the command in a sub process with the variables from env added in the current environment variables parameters command list str the command and it's parameters env dict the additional environment variables returns int the return code of the command , create a new xmlxpathobjectptr of type from a list of class google cloud bigquery page pb2 entity a page to use to use a page to be a page
248,def schema from json file object self file obj helper function for schema from json that takes a file object that describes a table schema returns list of schema field objects json data json load file obj return schemafield from api repr field for field in json data ,helper function for schema from json that takes a file object that describes a table schema returns list of schema field objects , returns a list of class google cloud bigquery instance instance instance instance returns a list of class google cloud bigquery page instance
249,def api f a decorator to label an endpoint as an api catches exceptions and return the response in the json format def wraps self args kwargs try return f self args kwargs except exception as e logging exception e return json error response get error msg return functools update wrapper wraps f ,a decorator to label an endpoint as an api exceptions and return the response in the json format , returns a list of class google cloud bigquery bigquery reference reference rest uid configuration
250,def span path cls project trace span return google api core path template expand projects project traces trace spans span project project trace trace span span ,return a fully qualified span string , returns a list of class google cloud bigquery api reference instance instance
251,def line shift x tensor mask bool false shift the line i of x by p i elements to the left is mask puts on the diagonal bs nh n p x size x pad torch cat x new zeros bs nh n 1 x dim 3 x shift x pad view bs nh p 1 n 1 view as x if mask x shift mul torch tril x new ones n p p n none none return x shift ,shift the line i of x by p i elements to the left is mask puts 0s on the diagonal , add a new node to a node this is a blocking to be called when called when it is called as a future
252,def load lib lib path find lib path lib ctypes cdll loadlibrary lib path 0 dmatrix functions lib restype ctypes c char p return lib ,load by searching possible path , load a file from a file path to a file path
253,def collect layer output min max mod data include layer none max num examples none logger none collect min and max values from layer outputs and save them in a dictionary mapped by layer names collector include layer include layer logger logger num examples collect layer statistics mod data collector max num examples logger return collector min max dict num examples ,collect min and max values from layer outputs and save them in a dictionary mapped by layer names , returns a list of class instances instances
254,def patch traces self project id traces sends new traces to stackdriver trace or updates existing traces args project id optional str id of the cloud project where the trace data is stored traces dict required the traces to be patched in the api call traces pb traces mapping to pb traces self gapic api patch traces project id traces pb ,sends new traces to stackdriver trace or updates existing traces args project id optional str id of the cloud project where the trace data is stored traces dict required the traces to be patched in the api call , returns a list of class google cloud bigquery bigquery instance instance
255,def makedirs d create directories recursively if they don't exist os makedirs exist ok true is not available in python2 if sys version info 0 3 from distutils dir util import d else os makedirs d exist ok true ,create directories recursively if they don't exist os exist ok true is not available in python2 , returns a list of class pyspark instances instances
256,def write user prefs self user prefs writes the current user prefs dictionary to disk with open self w as f for key value in user prefs items f write 'user pref s s n' key json dumps value ,writes the current user dictionary to disk , returns a list of class google cloud bigquery instance schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list
257,def depends self d adds additional instances of that this one depends on self dependencies unique self dependencies d sort ,adds additional instances of that this one depends on , returns a list of class instances instances
258,def merge a b merge two ranges with step 1 parameters a range the first range b range the second range check steps a b return range min a start b start max a stop b stop ,merge two ranges with step 1 parameters a range the first range b range the second range , returns a list of class instances instances instances fields returns a list of class instances instances
259,def read config self self config helpers self config path self global config helpers self global config path self config update self global config ,config , returns a dictionary of a dictionary
260,def c str string if not isinstance string str string string decode 'ascii' return ctypes c char p string encode 'utf 8' ,convert a python string to c string , convert a list of strings to a list of strings if possible
261,def lognormal mu sigma random state ''' mu float or array like of floats sigma float or array like of floats random state an object of numpy random randomstate ''' return np exp normal mu sigma random state ,mu float or array like of floats sigma float or array like of floats random state an object of numpy random randomstate , returns a list of strings if a list of objects is a list of class google cloud bigtable bigquery types types returns a list of strings
262,def build one self req output dir python tag none build one wheel return the filename of the built wheel or none if the build failed install build deps into temporary directory pep with req build env return self build one inside env req output dir python tag python tag ,build one wheel return the filename of the built wheel or none if the build failed , returns a dictionary of a dictionary of a dictionary of a dictionary of objects objects to a dictionary of a dictionary
263,def module nn module nn module if module is batchnorm don't use half precision if isinstance module torch nn modules batchnorm batchnorm module float for child in module children child return module ,if module is batchnorm don't use half precision , returns a dictionary of a dictionary of each column name is a dictionary of a dictionary of each column name is a dictionary of a dictionary
264,def 2 pretrained false kwargs constructs a 50 model args pretrained bool if true returns a model pre trained on imagenet model bottleneck 3 4 6 3 kwargs if pretrained model load state dict model zoo load url model urls return model ,constructs a 50 model args pretrained bool if true returns a model pre trained on imagenet , returns a dictionary of a dictionary of a dictionary of a dictionary of a dictionary of a dictionary of a dictionary of a dictionary of objects objects to a dictionary of a dictionary
265,def cursor save attrs self esc 7 '''save current cursor position ''' self cur saved r self cur r self cur saved c self cur c ,save current cursor position , returns a list of class google cloud bigquery bigquery instance instance instance returns a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query instances returns a list of class google cloud bigquery query instances
266,def go to parent directory self   self chdir osp abspath osp join getcwd or home os pardir ,go to parent directory , returns a list of class google cloud bigquery instance schemafield a list of class google cloud bigtable bigquery instance instance returns a list of class google cloud bigtable bigtable row query instance
267,def copy self extra none creates a copy of this instance with a randomly generated uid and some extra params this copies creates a deep copy of the embedded parammap and copies the embedded and extra parameters over param extra extra parameters to copy to the new instance return copy of this instance if extra is none extra dict params copy self extra if self isset self estimator setestimator self getestimator copy extra estimatorparammaps remain the same if self isset self evaluator setevaluator self getevaluator copy extra return ,creates a copy of this instance with a randomly generated uid and some extra params this copies creates a deep copy of the embedded parammap and copies the embedded and extra parameters over param extra extra parameters to copy to the new instance return copy of this instance , returns a list of class instances instances instances instances of a list of class instances instances instances
268,def reset self reset the universaldetector and all of its back to their initial states this is called by init so you only need to call this directly in between of different documents self result 'encoding' none 'confidence' 0 0 none self done false self got data false self has win bytes false self input state pure ascii self last char b'' if self esc charset self esc charset reset for in self charset reset ,reset the and all of its back to their initial states this is called by init so you only need to call this directly in between of different documents , returns a list of class instances instances instances fields returns a list of class instances instances
269,def dropna self axis 0 inplace false kwargs analogous to series dropna if fill value nan returns a dense series todo make more efficient validate axis self get axis number axis or 0 dense valid self to dense dropna if inplace raise notimplementederror cannot perform inplace dropna operations on a sparseseries if isna self fill value return dense valid else dense valid dense valid dense valid self fill value return dense valid to sparse fill value self fill value ,analogous to series dropna if fill value nan returns a dense series , returns a list of class instances instances instances instances of a list of class instances instances instances instances
270,def get token encoder vocab dir vocab name filename vocab path os path join vocab dir vocab name if not tf gfile exists vocab path build vocab filename vocab path 10000 return text encoder tokentextencoder vocab path ,reads from file and returns a for the vocabulary , returns a dictionary of a dictionary of a dictionary of a dictionary of names names and returns a dictionary of all variables in a dictionary
271,def self amount ''' reduce the luminance of this color args amount float amount to reduce the luminance by clamped above zero returns color ''' hsl self to hsl hsl l self clamp hsl l amount return self from hsl hsl ,reduce the luminance of this color args amount float amount to reduce the luminance by clamped above zero returns color , returns a list of class instances instances instances fields returns a list of class instances instances
272,def subtract self other numpartitions none return each value in c self that is not contained in c other x sc parallelize a 1 b 4 b 5 a 3 y sc parallelize a 3 c none sorted x subtract y collect 'a' 1 'b' 4 'b' 5 note here 'true' is just a placeholder rdd other map lambda x x true return self map lambda x x true subtractbykey rdd numpartitions keys ,return each value in c self that is not contained in c other x sc parallelize a 1 b 4 b 5 a 3 y sc parallelize a 3 c none sorted x subtract y collect 'a' 1 'b' 4 'b' 5 , returns a list of class instances instances instances fields returns a list of class instances instances
273,def save self fn pathorstr save the image to fn x image2np self data 255 astype np uint8 pil image fromarray x save fn ,save the image to fn , returns a list of class google cloud bigquery bigquery instance instance
274,def on uninstall self self on close true self enabled false self editor none ,uninstalls the editor extension from the editor , add a new node to a node this is a blocking to be called when called when it is called as a future
275,def get local urls port '''get urls of local machine''' url list for name info in psutil net if addrs items for addr in info if addressfamily af inet addr family url list append 'http ' format addr address port return url list ,get urls of local machine , returns a list of class names
276,def sort arr sort sorting a given array mutation of sort reference https en org wiki sort worst case performance o n 2 def swap i j arr i arr j arr j arr i n len arr swapped true while swapped swapped false for i in range 1 n if arr i 1 arr i swap i 1 i swapped true if swapped false return arr swapped false for i in range n 1 0 1 if arr i 1 arr i swap i 1 i swapped true return arr ,sort sorting a given array mutation of sort reference https en wikipedia org wiki sort worst case performance o n 2 , returns a list of class instances instances instances instances of a list of class instances instances instances
277,def self timeout none wait for the execution to stop param timeout time to wait in seconds if timeout is none self jssc else self jssc int timeout 1000 ,wait for the execution to stop param timeout time to wait in seconds , returns a list of class instances instances instances fields returns a list of class instances instances
278,def self slot d retrieves the voffsett that the given vtable location points to if the vtable value is zero the default value d will be returned n enforce number slot n voffsettflags n enforce number d n voffsettflags off self offset slot if off 0 return d return off ,retrieves the voffsett that the given vtable location points to if the vtable value is zero the default value d will be returned , returns a list of class instances instances instances instances of a list of class instances instances instances
279,def set asset restrictions self restrictions on error 'fail' set a on which assets can be ordered parameters restricted list restrictions an object providing information about restricted assets see also zipline finance asset restrictions restrictions control on error restrictions self register trading control control self restrictions restrictions ,set a on which assets can be ordered parameters restricted list an object providing information about restricted assets see also zipline asset , returns a list of class instances instances
280,def add handles self model forward handle backward handle add handles to all non container layers in the model recursively for non container layers handles list for child in model children if 'nn modules container' in str type child handles list extend self add handles child forward handle backward handle else handles list append child register forward hook forward handle handles list append child register backward hook backward handle return handles list ,add handles to all non container layers in the model recursively for non container layers , returns a list of class pyspark instances instances
281,def get median temp list return median num len temp list temp list sort print temp list if num 2 0 median temp list int num 2 temp list int num 2 1 2 else median temp list int num 2 return median ,return median , returns a list of class instances instances instances of each class class class class dataframe instances returns a list of class instances
282,def link docstring modules docstring str overwrite bool false str search docstring for backticks and attempt to link those functions to respective documentation mods listify modules for mod in mods modvars update mod dict concat all module definitions return re sub bt regex replace link docstring ,search docstring for backticks and attempt to link those functions to respective documentation , create a new context context for a given context
283,def merge intervals intervals if intervals is none return none intervals sort key lambda i i 0 out intervals pop 0 for i in intervals if out 1 1 i 0 out 1 1 max out 1 1 i 1 else out append i return out ,merge intervals in the form of a list , returns a list of class instances instances instances instances of a list of class instances instances instances
284,def ancestor self value set the ancestor for the query type value class google cloud datastore key key param value the new ancestor key if not isinstance value key raise typeerror ancestor must be a key self ancestor value ,set the ancestor for the query type value class google cloud datastore key key param value the new ancestor key , returns a list of class pyspark instances instances
285,def request self path api 'public' method 'get' params headers none body none return self fetch2 path api method params headers body ,request is the entry point for all generated methods , returns a list of class google cloud bigquery api v1beta1 instance instance instance by a list of class google cloud bigquery api reference instance instance returns a list of class google cloud bigquery api v1beta1 instance instance
286,def model sizes m nn module size tuple 64 64 tuple sizes tensor hooks pass a dummy input through the model m to get the various sizes of activations with hook outputs m as hooks x dummy eval m size return o stored shape for o in hooks ,pass a dummy input through the model m to get the various sizes of activations , returns a dictionary of a dictionary of each column name is a dictionary of a dictionary of each column name is a dictionary of a dictionary of objects
287,def unicode string string make sure string is unicode try to default with utf8 or base64 if failed can been decode by decode unicode string if isinstance string six text type return string try return string decode utf8 except unicodedecodeerror return ' base64 data ' base64 b64encode string ' base64 data ' ,make sure string is unicode try to default with utf8 or base64 if failed can been decode by decode unicode string , hparams for training languagemodel lm1b32k packed params params
288,def ensure directory path dirname os path dirname path makedirs dirname exist ok true ,ensure that the parent directory of path exists , return a fully qualified spec string
289,def clip boxes boxes window name none args boxes nx4 window h w boxes tf maximum boxes 0 0 m tf tile tf reverse window 0 2 4 boxes tf minimum boxes tf cast m tf float32 name name return boxes ,args boxes nx4 window h w , returns a list of class instances instances
290,def afx small hparams transformer transformer tpu hparams filter size 1024 hparams num heads 4 hparams num hidden layers 3 hparams batch size 512 return hparams ,small transformer model with small batch size for fast step times , hparams for training languagemodel lm1b32k packed params params
291,def cur iter done self checks if all iterations have completed todo rliaw also check that t iterations self r return all self get result time result self r for result in self live trials values ,checks if all iterations have completed todo rliaw also check that t iterations self r , returns a list of class pyspark instances instances
292,def buffer size ret libxml2mod buffer size if ret is none raise parsererror failed' return xmldoc obj ret ,parse an xml in memory block and build a tree , returns a list of class instances instances
293,def activation model layer grid size 10 icon size 96 number activations number of available samples icon batch size 32 verbose false activations layer activations number activations layout aligned activations verbose verbose coordinates bin laid out activations layout activations grid size icons for batch in chunked icon batch size icon batch losses render icons batch model layer layer name size icon size num attempts 1 icons icon batch canvas make canvas icons coordinates grid size return canvas ,renders an activation of the given model's layer , returns a dictionary of a dictionary of each column name is a dictionary of a dictionary of each column name is a dictionary of a dictionary
294,def ensure ctable self sid sidpath self sidpath sid if not os path exists sidpath return self init ctable sidpath return bcolz ctable rootdir sidpath mode 'a' ,ensure that a exists for sid then return it , returns a list of class instances instances
295,def load target class input dir with tf gfile open os path join input dir 'target class csv' as f return row 0 int row 1 for row in csv reader f if len row 2 ,loads target classes , returns a list of class google cloud bigquery bigquery model reference
296,def self tarinfo targetpath make a directory called targetpath try use a safe mode for the directory the real mode is set later in extract member os mkdir targetpath 0o700 except environmenterror as e if e errno errno eexist raise ,make a directory called targetpath , returns a list of class instances instances instances instances of a list of class instances instances instances instances instances age age name u'alice' age 2 2 2 3 2 2 3 2 2 2 2 2 2 2 omd allitems 2 2 omd allitems 1 2 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems 1 2 omd allitems omd allitems 1 2 omd allitems omd allitems
297,def infer game name from filenames data dir snake case true names os listdir data dir game names re findall pattern r gym string name for name in names assert game names no data files found in format data dir game names sum game names game name game names 0 assert all game name other for other in game names there are multiple different game names in format data dir if snake case game name camelcase to snakecase game name return game name ,infer name from filenames , returns a dictionary of a dictionary of each names of each column name is a dictionary of a dictionary
298,def build signature self run args return id run args fct run args input dtype run args input shape ,create a unique signature for each fct inputs , returns a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list of class google cloud bigquery query schemafield a list
299,def self micros roundtowardzero self nanos nanos per microsecond return self seconds micros per second micros ,converts a duration to microseconds , returns a list of class instances instances instances instances of a list of class instances instances instances
300,def set properties self response helper for meth reload type response dict param response resource mapping from server self properties clear self properties update response ,helper for meth reload type response dict param response resource mapping from server , returns a list of class google cloud bigquery bigquery instance instance
301,def validatedtdfinal self ctxt does the final step for the dtds validation once all the subsets have been parsed basically it does the following checks described by the xml rec check that entity and entities type attributes default or possible values matches one of the defined entities check that notation type attributes default or possible values matches one of the defined notations if ctxt is none ctxt o none else ctxt o ctxt o ret libxml2mod xmlvalidatedtdfinal ctxt o self o return ret ,does the final step for the dtds validation once all the subsets have been parsed basically it does the following checks described by the xml rec check that entity and entities type attributes default or possible values matches one of the defined entities check that notation type attributes default or possible values matches one of the defined notations , returns a list of class instances instances instances fields returns a list of class instances instances
302,def write self buf inserts a string buffer as a record examples record mx recordio mxrecordio 'tmp rec' 'w' for i in range 5 record write 'record d' i record close parameters buf string python2 bytes python3 buffer to write assert self writable self check pid allow reset false check call lib self handle ctypes c char p buf ctypes c size t len buf ,inserts a string buffer as a record examples record mx recordio mxrecordio 'tmp rec' 'w' for i in range 5 record write 'record d' i record close parameters buf string python2 bytes python3 buffer to write , returns a list of class instances instances instances fields returns a list of class instances instances
303,def check input files for numbered seq sourcedir suffix containers check input files for each mpl container type for container in containers files glob glob os path join sourcedir container container ' ' suffix for currentfile in sorted files if check header comment currentfile return true return false ,check if files used as input when pre processing mpl containers in their numbered form need fixing , returns a list of tuples
304,def get property name delegate property to self loop ret property lambda self getattr self loop name if six py3 doc is readonly in py2 try ret doc getattr name doc except attributeerror pass return ret ,delegate property to self loop , returns a list of class names
305,def closing plugin self false   self mainwindow close true for client in self clients  client shutdown  client remove stderr file  client dialog manager close all  client close  return true ,perform actions before parent main window is closed , convert a list of strings to a list of strings if possible
306,def finish pending requests self none process any requests that were completed by the last call to multi socket action while true num q ok list err list self multi info read for in ok list self finish for errmsg in err list self finish errmsg if num q 0 break self process queue ,process any requests that were completed by the last call to multi socket action , returns a list of strings if a list of objects is a list of class google cloud bigtable types types returns a list of class google cloud bigtable bigtable copy of a copy of this instance
307,def get vertex self key returns or creates a vertex mapped by key args key a string reference for a vertex may refer to a new vertex in which case it will be created returns a the vertex mapped to by key if key in self vertex map return self vertex map key vertex self new vertex self vertex map key vertex return vertex ,returns or creates a vertex mapped by key args key a string reference for a vertex may refer to a new vertex in which case it will be created returns a the vertex mapped to by key , returns a list of class names
