,Function,Original Comment,Predicted comment
501,def event name ''' for a specific event match and returns result true if the match happens usage code block yaml salt foo bar check event run remote ex local cmd tgt ' ' func test ping require check salt foo bar ''' ret 'name' name 'changes' 'comment' '' 'result' false for event in events if salt utils stringutils expr match event 'tag' name ret 'result' true return ret ,for a specific event match and returns result true if the match happens usage code block yaml salt foo bar check event run remote ex local cmd tgt ' ' func test ping require check salt foo bar , for a specific event match and returns result true if this match happens code block yaml salt foo bar check event run remote ex local cmd salt ' ' func test ping require check salt foo bar
502,def tail self n 5 return last n rows of each group essentially equivalent to apply lambda x x tail n except ignores as index flag see also s examples df pd dataframe 'a' 1 'a' 2 'b' 1 'b' 2 columns 'a' 'b' df groupby 'a' tail 1 a b 1 a 2 3 b 2 df groupby 'a' head 1 a b 0 a 1 2 b 1 self reset group selection mask self cumcount array ascending false n return self selected obj mask ,return last n rows of each group essentially equivalent to apply lambda x x tail n except ignores as index flag see also s examples df pd dataframe 'a' 1 'a' 2 'b' 1 'b' 2 columns 'a' 'b' df groupby 'a' tail 1 a b 1 a 2 3 b 2 df groupby 'a' head 1 a b 0 a 1 2 b 1 , return last n rows of each group converted equivalent to apply lambda x x if n type values is large as index flag see also s examples df pd dataframe 'a' 1 1 a b 0 a 1 2 b 1
503,def resource types self set for p in self policies add p resource type return ,resource types used by the collection , set for '
504,def loads msgpack buf args buf the output of dumps since 0 6 the default max size was set to we change it to approximately 1g return msgpack loads buf raw false max bin len max msgpack len max array len max msgpack len max map len max msgpack len max str len max msgpack len ,args buf the output of dumps , args text str this output of desc since 0 6 value to we change max size to we change it to
505,def compute master secret self pre master secret client random server random return the 48 byte master secret computed from pre master secret client random and server random see rfc 5246 section 6 3 seed client random server random if self tls version 0x0300 return none elif self tls version 0x0300 return self prf pre master secret seed 48 else return self prf pre master secret b master secret seed 48 ,return the 48 byte master secret computed from pre master secret client random and server random see rfc 5246 section 6 3 , return a random of evaluating bytes secret to be master secret
506,def domain event device removed cb conn domain dev opaque ''' domain device removal events handler ''' salt send domain event opaque conn domain opaque 'event' 'dev' dev ,domain device removal events handler , domain device to events handler
507,def network interfaces list all kwargs ''' versionadded 2019 2 0 list all network interfaces within a subscription cli example code block bash salt call azurearm network network interfaces list all ''' result netconn utils 'azurearm get client' 'network' kwargs try nics utils 'azurearm paged object to list' netconn network interfaces list all for nic in nics result nic 'name' nic except clouderror as exc utils 'azurearm log cloud error' 'network' str exc kwargs result 'error' str exc return result ,versionadded 2019 2 0 list all network interfaces within a subscription cli example code block bash salt call azurearm network network interfaces list all , versionadded 2019 2 0 list all network interfaces within a subscription cli example code block bash salt call azurearm network network interfaces list all
508,def make std std num classes num per class rate rs npr randomstate 0 np linspace 0 2 np pi num classes endpoint false features rs randn num classes num per class 2 np array std std features 0 1 labels np repeat np arange num classes num per class angles labels rate np exp features 0 rotations np stack np cos angles np sin angles np sin angles np cos angles rotations np reshape rotations t 1 2 2 return np einsum features rotations ,based on code by p , compute class steps
509,def is valid endpoint endpoint return any is number endpoint isinstance endpoint timestamp isinstance endpoint timedelta endpoint is none ,helper for interval range to check if are valid types , return any is number of non non installed containers
510,def expires self union datetime datetime none the datetime when this model expires if not present the model will persist indefinitely expired models will be deleted and their storage reclaimed value self properties get expirationtime if value is not none value will be in milliseconds return google cloud helpers datetime from microseconds 1000 0 float value ,union datetime datetime none the datetime when this model expires if not present the model will persist indefinitely expired models will be deleted and their storage reclaimed , union datetime none none none false none false none false none false none false none false none false false none false if datetime when a model will sum too
511,def choose boundary our simple replacement for choose boundary boundary binascii hexlify os urandom 16 if six py3 boundary boundary decode 'ascii' return boundary ,our simple replacement for choose boundary , add and target to a file
512,def get matcher self get a version matcher for a requirement param the requirement type str return a version matcher an instance of class version matcher try matcher self scheme matcher except pragma no cover xxx compat mode if cannot read the version name split 0 matcher self scheme matcher name return matcher ,get a version matcher for a requirement param the requirement type str return a version matcher an instance of class version matcher , get a version of conditional a requirement param an version of class version str return a version
513,def add tags self tags add a list of strings to the statement as tags self tags extend tag name tag for tag in tags ,add a list of strings to the statement as tags , add a list of strings to a list of strings to a list
514,def list patterns refresh false root none ''' list all known patterns from available repos refresh force a refresh if set to true if set to false default it depends on zypper if a refresh is executed root operate on a different root directory cli examples code block bash salt ' ' pkg list patterns ''' if refresh refresh db root return get patterns root root ,list all known patterns from available repos refresh force a refresh if set to true if set to false default it depends on zypper if a refresh is executed root operate on a different root directory cli examples code block bash salt ' ' pkg list patterns , list all known patterns from available repos refresh force a refresh if set to true default it depends on will if a refresh is executed root operate on a different root directory cli examples code block bash salt ' ' pkg list patterns
515,def make local block x depth batch heads num blocks block length prev block tf slice x 0 0 0 0 0 1 1 num blocks 1 1 1 cur block tf slice x 0 0 1 0 0 1 1 1 1 1 local block tf concat prev block cur block 3 return tf reshape local block batch heads num blocks 1 block length 2 depth ,helper function to create a local version of the keys or values for 1d , generate a list of all dimensions
516,def write metadata self key values write out a meta data array to the key as a fixed format series parameters key string values ndarray values series values self parent put self get metadata path key values format 'table' encoding self encoding errors self errors nan rep self nan rep ,write out a meta data array to the key as a fixed format series parameters key string values ndarray , write out a meta data array to a single format series parameters key string ndarray series parent put
517,def eq name value ''' only succeed if the value in the given register location is equal to the given value usage code block yaml foo check eq value 42 run remote ex local cmd tgt ' ' func test ping require check foo ''' ret 'name' name 'result' false 'comment' '' 'changes' if name not in reg ret 'result' false ret 'comment' 'value 0 not in register' format name return ret if reg name 'val' value ret 'result' true return ret ,only succeed if the value in the given register location is equal to the given value usage code block yaml foo check eq value 42 run remote ex local cmd tgt ' ' func test ping require check foo , only succeed if if a given register location is equal to a given value usage code block yaml foo check here value 42 run cmd cmd salt run cmd ping require check foo
518,def mdata ''' provide grains from the smartos metadata ''' grains mdata list salt utils path which list' mdata get salt utils path which get' grains salt utils dictupdate update grains user mdata mdata list mdata get merge lists true grains salt utils dictupdate update grains mdata mdata list mdata get merge lists true remove legacy grains in neon grains legacy grains grains return grains ,provide grains from the smartos metadata , provide grains from a file metadata
519,def dataframe n 14 arguments dataframe type description keyword arguments n int description default 14 returns type description ar up ar down dataframe high values dataframe low values n return pd dataframe up' ar up down' ar down index dataframe index ,arguments dataframe type description keyword arguments n int description default 14 returns type description , description keyword arguments n int description default
520,def pool event lifecycle cb conn pool event detail opaque ''' storage pool lifecycle events handler ''' salt send event opaque conn 'pool' 'name' pool name 'uuid' pool uuidstring 'event' get libvirt enum string 'vir storage pool event ' event 'detail' 'unknown' currently unused ,storage pool lifecycle events handler , storage pool lifecycle events handler
521,def recv sf self data self rx timer cancel if self rx state isotp idle warning rx state was reset because single frame was received self rx state isotp idle length six indexbytes data 0 if len data 1 length return 1 msg data 1 1 length self rx queue put msg for cb in self rx callbacks cb msg self call release return 0 ,process a received frame , convert a new to state in a single string
522,def addfiledescriptor self file desc adds a filedescriptor to the pool non recursively if the filedescriptor contains messages or enums the caller must explicitly register them args file desc a filedescriptor if not isinstance file desc descriptor filedescriptor raise typeerror 'expected instance of descriptor filedescriptor ' self file descriptors file desc name file desc ,adds a filedescriptor to the pool non recursively if the filedescriptor contains messages or enums the caller must explicitly register them args file desc a filedescriptor , adds a path to a file non recursively if this has contains messages or not
523,def collect vocab qp pairs ''' build the vocab from corpus ''' vocab set for qp pair in qp pairs for word in qp pair 'question tokens' vocab add word 'word' for word in qp pair 'passage tokens' vocab add word 'word' return vocab ,build the vocab from corpus , build a single dataset in a corpus
524,def read and write self reader writer chunk size read chunk size from reader writing result to writer returns none if successful or true if the read was empty versionadded 2 0 data reader recv chunk size if len data 0 return true writer sendall data ,read chunk size from reader writing result to writer returns none if successful or true if the read was empty versionadded 2 0 , read chunk size from reader hash to writer returns none if successful or true if a reader was empty versionadded 2 0
525,def get path for type type if type lower in core types return path 'index html s' type lower elif ' ' in type namespace name type split ' ' return path 'types' namespace get file name name else return path 'types' get file name type ,similar to get path for but for only type names , returns a string for type or a dict of type
526,def unsubscribe self tag match type none ''' un subscribe to events matching the passed tag ''' if tag is none return match func self get match func match type self pending tags remove tag match func old events self pending events self pending events for evt in old events if any func evt 'tag' for func in self pending tags self pending events append evt ,un subscribe to events matching the passed tag , manually allocate to events matching a events matching a given by tag
527,def set promisc self value try fcntl ioctl self ins struct pack 'i' value except ioerror raise scapy exception cannot set promiscuous mode on interface s self iface ,set the interface in promiscuous mode , set of hyperparameters
528,def scalar inc dec word is cap diff check if the preceding words increase decrease or negate nullify the scalar 0 0 word lower word lower if word lower in booster dict scalar booster dict word lower if 0 scalar 1 check if booster word is in while others aren't if word isupper and is cap diff if 0 scalar c incr else scalar c incr return scalar ,check if the preceding words increase decrease or negate nullify the , check is a given object to redirect a positive varint this is 0 word lower word lower
529,def make wrapper self callable given a free standing function 'callable' return a new callable that will call 'callable' and report all using 'call and report errors' assert callable callable def wrapper args kw return self call and report errors callable args kw return wrapper ,given a free function 'callable' return a new callable that will call 'callable' and report all using and report , given a free pre function type return a new callable that will call type and report all using entire and report
530,def on episode begin self episode logs for callback in self callbacks check if callback supports the more appropriate on episode begin callback if not fall back to on epoch begin to be compatible with built in keras callbacks if callable getattr callback 'on episode begin' none callback on episode begin episode logs logs else callback on epoch begin episode logs logs ,called at beginning of each episode for each callback in callbacklist , restore all callback in each callback in each step
531,def username password kwargs ''' gate function for htpasswd and htdigest authentication backends ''' filetype kwargs get lower try import passlib kwargs 'passlib version' passlib version except importerror log error 'salt auth file the python passlib library is required ' 'for s filetype' filetype return false if filetype return htdigest username password kwargs else return htpasswd username password kwargs ,gate function for htpasswd and htdigest authentication backends , take function for building and return authentication
532,def reset self if your convolutional window is greater than 1 and you save previous xs you must reset at the beginning of each new sequence for layer in self layers layer reset if self for layer in self layers layer reset ,if your convolutional window is greater than 1 and you save previous xs you must reset at the beginning of each new sequence , reset logging state window is called at 1 and you save previous samples you must reset at an beginning of each new sequence
533,def delete router self router ''' delete the specified router ''' router id self find router id router ret self network conn delete router router router id return ret if ret else true ,delete the specified router , delete a specified router
534,def select location self   location osp normpath getexistingdirectory self  select directory  self location   if location  if is writable location  self location location self update location ,select directory , select directory in directory
535,def cancelled self self refresh and update return self operation hasfield error and self operation error code code pb2 cancelled ,true if the operation was cancelled , refresh and update return
536,def get table data self   data self simplify shape  self table widget get data  if self table widget array btn ischecked  return array data  elif pd and self table widget df btn ischecked  info self table widget pd info buf io stringio self table widget pd text  return pd read csv buf info  return data ,return clipboard processed as data , return a list of data in table
537,def maybe repeat self x utility function for processing arguments that are singletons or lists args x either a list of self n elements or not a list returns a list of self n elements if isinstance x list assert len x self n return x else return x self n ,utility function for processing arguments that are singletons or lists args x either a list of self n elements or not a list returns a list of self n elements , utility function for processing arguments that are used or lists args x either a list of self n elements or not a list returns a list of self n elements
538,def highlight null self null color 'red' shade the background null color for missing values parameters null color str returns self styler self applymap self highlight null null color null color return self ,shade the background null color for missing values parameters null color str returns self styler , set a duration with its null color for missing values parameters null color str returns self v1beta1 self
539,def update time offset self correct msg id updates the time offset to the correct one given a known valid message id bad self get new msg id old self time offset now int time time correct correct msg id 32 self time offset correct now if self time offset old self last msg id 0 self log debug time offset old offset d bad d good d new d ' old bad correct msg id self time offset return self time offset ,updates the time offset to the correct one given a known valid message id , updates updates to an correct one given a known valid message id
540,def key cursor 0 match none count none host none port none db none password none ''' incrementally iterate hash fields and associated values versionadded 2017 7 0 cli example code block bash salt ' ' redis foo hash match 'field prefix ' count 1 ''' server connect host port db password return server key cursor cursor match match count count ,incrementally iterate hash fields and associated values versionadded 2017 7 0 cli example code block bash salt ' ' redis foo hash match prefix ' count 1 , resolves returning hash fields and associated values versionadded 2017 7 0 cli example code block bash salt ' ' redis foo hash
541,def latents to frames z top interp level eps interp hparams decode z 1 t z 2 t z l t to x t images glow ops encoder decoder codec z top interp hparams eps level eps interp reverse true images glow ops postprocess images return images ,decodes latents to frames , convert a string to a string of a z
542,def dev version returns a hexdigest of all the python files in the module md5 hash hashlib md5 py files sorted list files suffix py if not py files return '' for filename in py files with open filename 'rb' as fobj content fobj read md5 hash update content return md5 hash hexdigest ,returns a hexdigest of all the python files in the module , returns a verify of all of all of a all of a module in a module
543,def find address range addresses find a sequence of sorted ipv address args addresses a list of ipv address objects yields a tuple containing the first and last ip addresses in the sequence it iter addresses first last next it for ip in it if ip ip last ip 1 yield first last first ip last ip yield first last ,find a sequence of sorted address args addresses a list of address objects yields a tuple containing the first and last ip addresses in the sequence , find a sequence of sorted of a list of sorted address address args addresses a list of language address objects yields a tuple containing a last
544,def make basic ngpu nb classes 10 input shape none 28 28 1 kwargs create a multi gpu model similar to the basic cnn in the tutorials model make basic cnn layers model layers model mlpngpu nb classes layers input shape return model ,create a multi gpu model similar to the basic cnn in the tutorials , create a multi gpu model similar to to basic properties in a list of integers in an model
545,def info ''' return configuration and status information about the marathon instance cli example code block bash salt marathon minion id marathon info ''' response salt utils http query 0 v2 info format base url decode type 'json' decode true return response 'dict' ,return configuration and status information about the marathon instance cli example code block bash salt marathon minion id marathon info , return configuration and status information about this object instance cli example code block bash salt minionname minion id alternatives info
546,def self filename format dump an xml document to a file will use compression if compiled in and enabled if filename is the stdout file is used if format is set then the document will be indented on output note that format 1 provide node indenting only if xmlindenttreeoutput 1 or xmlkeepblanksdefault 0 was called ret libxml2mod filename self o format return ret ,dump an xml document to a file will use compression if compiled in and enabled if filename is the stdout file is used if format is set then the document will be indented on output note that format 1 provide node indenting only if xmlindenttreeoutput 1 or xmlkeepblanksdefault 0 was called , dump an xml document to a file will use compression if compiled in and enabled if filename is a enabled enabled if filename is a enabled
547,def wait for async conn request id ''' helper function for azure tests ''' count 0 log debug for asynchronous operation to complete' result conn get operation status request id while result status count count 1 if count 120 raise valueerror out waiting for asynchronous operation to complete ' time sleep 5 result conn get operation status request id if result status raise 'operation failed message code ' format message result error message code result error code ,helper function for azure tests , helper function for whether tests
548,def args kwargs if len args 1 device type args 0 device type else device type kwargs ssh conn device type if device type not in scp platforms raise valueerror unsupported scp device type currently supported platforms are format scp platforms str file transfer map device type return args kwargs ,factory function selects the proper scp class and creates object based on device type , create a string for device device and device name
549,def next bday self used for moving to next business day if self n 0 nb offset 1 else nb offset 1 if self prefix startswith 'c' return custombusinessday n nb offset self holidays self holidays calendar self calendar else return businessday n nb offset ,used for moving to next business day , used for class to next direct
550,def parse block self if self iter rows is not none return rows avro rows self block self avro schema self num items self block avro rows row count self remaining self block avro rows row count self iter rows iter rows ,parse metadata and rows from the block only once , parse a list of non values
551,def top 1 tpu inputs find max and argmax over the last dimension works well on tpu args inputs a tensor with shape depth returns values a tensor with shape indices a tensor with shape inputs max tf reduce max inputs axis 1 keepdims true mask tf to int32 tf equal inputs max inputs index tf range tf shape inputs 1 mask return tf squeeze inputs max 1 tf reduce max index axis 1 ,find max and argmax over the last dimension works well on tpu args inputs a tensor with shape depth returns values a tensor with shape indices a tensor with shape , find max and np over shape of a last dimension works on pass args inputs a tensor with shape depth returns values a tensor with shape indices a tensor with shape
552,def normalize path path normalizes path on windows os this means prepending backslash backslash backslash to the path to get access to win32 device namespace instead of win32 file namespace see https msdn microsoft com en us library vs 85 29 aspx param path path to normalize type path str return normalized path rtype str if sys platform 'win32' return path if path startswith windows unc prefix return path return windows unc prefix os path abspath path ,normalizes path on windows os this means prepending backslash backslash backslash to the path to get access to win32 device namespace instead of win32 file namespace see https microsoft com en us library vs 85 29 param path path to normalize type path str return normalized path rtype str , normalize path on windows os this means if applicable
553,def from api repr cls resource bucket factory construct instance from resource type bucket class bucket params bucket bucket for which this instance is the policy type resource dict param resource mapping as returned from api call rtype class iamconfiguration returns instance created from resource instance cls bucket instance update resource return instance ,factory construct instance from resource type bucket class bucket params bucket bucket for which this instance is the policy type resource dict param resource mapping as returned from api call rtype class iamconfiguration returns instance created from resource , factory construct instance from resource type bucket class resource params bucket for which this instance is a policy from api resource dict param resource mapping as returned from api call rtype class pb returns instance created from resource
554,def grains host user password ''' get the grains from the proxied device ''' r salt 'dracr system info' host host admin username user admin password password if r get 'retcode' 0 0 grains cache r else grains cache return grains cache ,get the grains from the proxied device , get a list of grains from a single device
555,def close self fd closes the given file descriptor an ast returns whether the operation succeeded a concrete boolean try fd self state solver eval one fd except l error trying to close a symbolic file descriptor return false if fd not in self fd l info trying to close an unopened file descriptor return false self state history add event close' fd fd close idx len self closed fds self closed fds append fd self fd fd del self fd fd return true ,closes the given file descriptor an ast returns whether the operation succeeded a concrete boolean , closes this given file descriptor an ast returns whether to boolean boolean
556,def make cls poetry env io cls make in poetry env io ,build a wheel in the dist directory and optionally upload it , returns a human readable of an readable string
557,def get word level vocab self provides word level vocabulary returns vocab word level vocabulary def simple tokenize source str token delim ' ' seq delim ' n' return list filter none re split token delim ' ' seq delim source str return vocabprovider create squad vocab simple tokenize self dataset ,provides word level vocabulary returns vocab word level vocabulary , provides word vocabulary returns vocab word level vocabulary
558,def set self kwargs sets user supplied params for param value in kwargs items p getattr self param if value is not none try value p typeconverter value except typeerror as e raise typeerror 'invalid param value given for param s s' p name e self parammap p value return self ,sets user supplied params , sets user supplied params for param value in kwargs
559,def inference self returns a class towertensorhandles containing only the inference towers handles h for h in self handles if not h is training return towertensorhandles handles ,returns a class towertensorhandles containing only the inference towers , returns a class class containing only this results handles h for h in self handles
560,def raw hex id obj interpret as a pointer since that's what really what id returns packed struct pack ' p' id obj return '' join map replacer packed ,return the padded hexadecimal id of obj , parses as a pointer since that's what id returns packed
561,def self args sets the given parameters in this grid to fixed values accepts either a parameter dictionary or a list of parameter value pairs if isinstance args 0 dict self args 0 items else for param value in args self param value return self ,sets the given parameters in this grid to fixed values accepts either a parameter dictionary or a list of parameter value pairs , sets sets given this point to fixed values accepts either a parameter dictionary or a list of parameter value pairs if ray args 0 dict
562,def local batch self args kwargs ''' run ref execution modules all salt modules against batches of minions versionadded 0 8 4 wraps py meth salt client localclient cmd batch return returns the result from the module for each batch of returns ''' local salt client get local client mopts self opts return local cmd batch args kwargs ,run ref execution modules all salt modules against batches of minions versionadded 0 8 4 wraps py meth salt client localclient cmd batch return returns the result from the module for each batch of returns , run ref execution modules all salt modules against batches of minions versionadded 0 8 4 wraps py meth salt client localclient cmd batch return returns a returns
563,def i2repr self pkt x type optional packet packet int str i2repr is overloaded to restrict the acceptable x values not none param packet packet none pkt the packet instance containing this field instance probably unused noqa e501 param int x the value to convert return str the converted value return super uvarintfield self i2repr pkt x ,is overloaded to restrict the acceptable x values not none param packet packet none pkt the packet instance containing this field instance probably unused noqa e501 param int x the value to convert return str the converted value , optional packet packet packet int str str optional is none none param packet packet none pkt str param int x a int x return str str
564,def get host mac name none allow array false api opts ''' get mac address from host record use allow array to return possible multiple values cli example code block bash salt call infoblox get host mac host localhost domain com ''' data get host name name api opts if data and 'ipv4addrs' in data l for a in data 'ipv4addrs' if 'mac' in a l append a 'mac' if allow array return l if l return l 0 return none ,get mac address from host record use allow array to return possible multiple values cli example code block bash salt call infoblox get host mac host localhost domain com , get mac address from host record use allow array to return possible multiple values cli example code block bash salt call infoblox get host mac host localhost domain com
565,def self name time ms value set the value of key name to value that expires in time ms milliseconds time ms can be represented by an integer or a python timedelta object if isinstance time ms datetime timedelta time ms int time ms total seconds 1000 return self execute command name time ms value ,set the value of key name to value that expires in time ms milliseconds time ms can be represented by an integer or a python timedelta object , set a value of key name to value that expires in time ms milliseconds time ms can be represented by an integer or a python timedelta object
566,def gettokeninformation token information class given a token get the token information for it data size ctypes ctypes windll gettokeninformation token information class num 0 0 ctypes byref data size data ctypes create string buffer data size value handle nonzero success ctypes windll gettokeninformation token information class num ctypes byref data ctypes sizeof data ctypes byref data size return ctypes cast data ctypes pointer token user contents ,given a token get the token information for it , given a token get my token for it data size
567,def get policy policy name region none key none keyid none profile none ''' check to see if policy exists cli example code block bash salt myminion boto iam instance profile exists myiprofile ''' conn get conn region region key key keyid keyid profile profile try ret conn get policy get policy arn policy name region region key key keyid keyid profile profile return ret get 'get policy response' get 'get policy result' except boto exception botoservererror return none ,check to see if policy exists cli example code block bash salt myminion boto iam instance profile exists myiprofile , check to see if policy exists cli example code block bash salt myminion boto iam instance profile exists myiprofile
568,def seteditordata self editor index   text from qvariant index model data index qt displayrole str  editor settext text ,set editor widget's data , return true if text is a pil index of a editor
569,def blit np array self array with sw make surface raw surface pygame make surface array transpose 1 0 2 with sw draw pygame transform scale raw surface self surf get size self surf ,fill this surface using the contents of a numpy array , with a column raw lines and make it
570,def on log request page name page page query filter by name page name first if page is none return page missing request page name false return response generate template action log html page page ,show the list of recent changes , set page page
571,def remove positive impute x y model generator method name num fcounts 11 remove positive impute xlabel max fraction of features removed ylabel negative mean model output transform negate sort order 7 return run measure measures remove impute x y model generator method name 1 num fcounts mean pred ,remove positive impute xlabel max fraction of features removed ylabel negative mean model output transform negate sort order 7 , remove positive impute xlabel max fraction of features removed ylabel negative mean model output transform negate sort order 7
572,def login self user none password none kwargs param user param password 密码 param kwargs return headers self generate headers self s headers update headers init cookie self s get self login page post for login params self create login params user password kwargs rep self s post self login api data params self check login success rep log info ,param user param password 密码 param kwargs return , param user param password password param kwargs return
573,def put self entity adds an entity to be committed ensures the transaction is not marked readonly please see documentation at meth google cloud datastore batch batch put type entity class google cloud datastore entity entity param entity the entity to be saved raises class runtimeerror if the transaction is marked readonly if self options hasfield read only raise runtimeerror transaction is read only else super transaction self put entity ,adds an entity to be committed ensures the transaction is not marked readonly please see documentation at meth google cloud datastore batch batch put type entity class google cloud datastore entity entity param entity the entity to be saved raises class runtimeerror if the transaction is marked readonly , adds an entity to be committed ensures this point is not marked to at meth google cloud datastore batch batch put type entity type entity type entity class google cloud datastore entity entity param entity param entity param class list
574,def process data self value process the python data applied to this field and store the result this will be called during form construction by the kwargs or obj argument converting orm object to primary key for client form param value the python object containing the value to process if value if self is related self data self datamodel get related interface self col name get pk value value else self data self datamodel get value else self data none ,process the python data applied to this field and store the result this will be called during form construction by the kwargs or obj argument converting orm object to primary key for client form param value the python object containing the value to process , process a data in data applied to this field and store a construction by result this will be called during form construction by by kwargs or obj argument converting to drop key for client form param value a value of python object value
575,def key self a tuple key that uniquely describes this field used to compute this instance's hashcode and evaluate equality returns tuple the contents of this class google cloud bigquery schema schemafield return self name self field type upper self mode upper self description self fields ,a tuple key that uniquely describes this field used to compute this instance's hashcode and evaluate equality returns tuple the contents of this class google cloud bigquery schema schemafield , a tuple key that is describes this field used to compute this routine also evaluate and evaluate
576,def erase down self esc or esc j '''erases the screen from the current line down to the bottom of the screen ''' self erase end of line self fill region self cur r 1 1 self rows self cols ,erases the screen from the current line down to the bottom of the screen , replaces a dataframe delta with screen from a bottom of of a screen
577,def draw feature layer self surf feature layer feature unpack self obs observation if layer is not none surf blit np array feature color layer else ignore layers that aren't in this version of sc2 surf surf fill colors black ,draw a feature layer , draw a tensor of feature of an array of a tensorboard
578,def accept self   for index in range self stack count  self stack widget index accept changes  qdialog accept self ,reimplement qt method , return a new cell of a tab
579,def count data axis none count the number of non na in this array along the given axis or axes return np sum np logical not isnull data axis axis ,count the number of non na in this array along the given axis or axes , count count of non na in this array along this array along a axes
580,def dispatch hook cls pkt none args kargs returns the right class for the given data if pkt attr type orb pkt 0 return cls registered attributes get attr type cls return cls ,returns the right class for the given data , returns a list of right class for this given data
581,def proc builtin self tarfile process a builtin type or an unknown type which will be treated as a regular file self offset data tarfile fileobj tell offset self offset data if self isreg or self type not in supported types skip the following data blocks offset self block self size tarfile offset offset patch the tarinfo object with saved global header information self apply pax info tarfile pax headers tarfile encoding tarfile errors return self ,process a builtin type or an unknown type which will be treated as a regular file , process a function type or an unknown type which will be created as a regular file
582,def signal stop self mode signal postmaster process to stop returns none if signaled true if process is already gone false if error if self is single user logger warning cannot stop server single user server is running pid 0 format self pid return false try self send signal stop signals mode except psutil nosuchprocess return true except psutil accessdenied as e logger warning could not send stop signal to postgresql error 0 format e return false return none ,signal postmaster process to stop returns none if true if process is already false if error , stop process to stop returns none if not true if process is already hooked false if error
583,def digest file infile checksum 'md5' ''' return a checksum digest for a file infile a file path checksum md5 the hashing algorithm to use to generate checksums wraps the py func hashutil digest salt modules hashutil digest execution function cli example code block bash salt ' ' hashutil digest file path to file ''' if not salt 'file file exists' infile raise salt exceptions commandexecutionerror file path ' 0 ' not found format infile with salt utils files fopen infile 'rb' as f file hash salt 'hashutil digest' f read checksum return file hash ,return a checksum digest for a file a file path checksum md5 the hashing algorithm to use to generate checksums wraps the py func hashutil digest salt modules hashutil digest execution function cli example code block bash salt ' ' hashutil digest file path to file , return a checksum digest for a file if a file path checksum md5 md5 of v algorithm to use to generate 0 results to chroot
584,def ipython key completions self return key for key in self dataset ipython key completions if key not in self dataset coord names ,provide method for the key autocompletions in ipython , return a dict for key of a key
585,def edit distance x y the distance between two neural networks args x an instance of networkdescriptor y an instance of networkdescriptor returns the edit distance between x and y ret layers distance x layers y layers ret constant kernel lambda skip connections distance x skip connections y skip connections return ret ,the distance between two neural networks args x an instance of networkdescriptor y an instance of networkdescriptor returns the edit distance between x and y , batch x int batch number between between two neural networks args x an instance of of matrix y an instance of
586,def median self kwargs returns median of each column or row returns a new querycompiler object containing the median of each column or row if self is transposed kwargs axis kwargs get axis 0 1 return self transpose median kwargs pandas default is 0 though not mentioned in docs axis kwargs get axis 0 func self build mapreduce func pandas dataframe median kwargs return self full axis reduce axis func ,returns median of each column or row returns a new querycompiler object containing the median of each column or row , returns a list of each column or row returns a new querycompiler object containing a new querycompiler or row if self is rank
587,def shannon self data ''' performs a shannon entropy analysis on a given block of data ''' entropy 0 if data length len data seen dict chr x 0 for x in range 0 256 for byte in data seen byte 1 for x in range 0 256 p x float seen chr x length if p x 0 entropy p x math log p x 2 return entropy 8 ,performs a shannon entropy analysis on a given block of data , performs a keyboard forward analysis on a given block of data
588,def toggle wrap mode self checked   self shell toggle wrap mode checked  self set option 'wrap' checked ,toggle wrap mode , toggle wrap mode
589,def context menu requested self event if self fig pos qpoint event x event y context menu qmenu self context menu addaction ima icon 'editcopy' copy image self copy figure qkeysequence get shortcut 'plots' 'copy' context menu popup self maptoglobal pos ,context menu , adds a context menu to a context menu
590,def resume trial self trial assert trial status trial paused trial status self start trial trial ,resumes paused trials this is a blocking call , start trial to trial trial
591,def insert self key value self values insert key self type checker checkvalue value if not self message listener dirty self message listener modified ,inserts the item at the specified position similar to list insert , add a new value to a new key
592,def days in month date if date month 12 reference type date date year 1 1 1 else reference type date date year date month 1 1 return reference timedelta days 1 day ,the number of days in the month of the given date , returns a non readable date non non non non non non non non non non non non non non non non non non non non non non non non non non non non
593,def intranges from list list represent a list of integers as a sequence of ranges start 0 end 0 start 1 end 1 such that the original integers are exactly those x such that start i x end i for some i ranges are encoded as single integers start 32 end not as tuples sorted list sorted list ranges last write 1 for i in range len sorted list if i 1 len sorted list if sorted list i sorted list i 1 1 continue current range sorted list last write 1 i 1 ranges append encode range current range 0 current range 1 1 last write i return tuple ranges ,represent a list of integers as a sequence of ranges 0 0 1 1 such that the original integers are exactly those x such that i x i for some i ranges are encoded as single integers 32 not as tuples , list of integers as a sequence of integers start 0
594,def guess cls self get the data link type try ret fcntl ioctl self ins struct pack 'i' 0 ret struct unpack 'i' ret 0 except ioerror cls conf default l2 warning failed unable to guess type using s cls name return cls retrieve the corresponding class try return conf ret except keyerror cls conf default l2 warning unable to guess type type i using s ret cls name ,guess the packet class that must be used on the interface , get a data link type
