,Function,Original Comment,Predicted comment
430,def docker run run args print output true try subprocess check call command stdout stdout stderr subprocess stdout except subprocess calledprocesserror return false except subprocess calledprocesserror as e return e returncode return true return 0 def docker build build args pull false def run fuzzer args args fuzzer name args fuzzer args docker run run args return docker run run args def coverage args def reproduce args ' runs 100' args fuzzer args docker run run args return docker run run args def generate args ,helper use return code from docker run for reproduce run fuzzer fixes , fix a bug in the docstring of the new module piperorigin revid
431,static void checkstats allocator a int64 num allocs int64 bytes in use int64 max bytes in use int64 max alloc size allocatorstats stats a getstats stats log info alloc stats endl stats debugstring log info alloc stats n stats debugstring if defined platform google defined ndebug note allocator stats expectation depends on the system malloc expect eq stats bytes in use bytes in use ,tensorflow no such thing as log info endl change , fix a bug in the new code of the new code piperorigin revid
432,see the license for the specific language governing permissions and limitations under the license include tensorflow compiler tf2xla lib triangular solve h include tensorflow compiler tf2xla xla op kernel h include tensorflow compiler tf2xla xla op registry h include tensorflow compiler xla client lib triangular solve h namespace tensorflow namespace class matrixtriangularsolveop public xlaopkernel void compile xlaopkernelcontext ctx override auto result triangularsolve auto result xla triangularsolve ctx input 0 ctx input 1 left side true lower lower transpose a adjoint conjugate a adjoint ctx setoutput 0 result ,tf xla move triangularsolve into xla client library piperorigin revid , add a test for the new op op piperorigin revid
433,term update window win t wp char mb 2 0 0 1 screenlines off mb 0 screenlines off 1 mb 1 screenlines off 1 mb 1 cell width mb ptr2cells mb else term update window win t wp if enc utf8 screenlinesuc off nul else if has mbyte don't set the second byte to nul for a dbcs encoding it has been set above if enc utf8 has mbyte screenlines off nul pos col off ,patch terminal second byte of double byte char wrong problem terminal second byte of double byte char wrong solution set the second byte to nul only for utf and non multibyte , patch problem when using a terminal window is a bit slow solution add a test for the gui
434,do buffer go to the other buffer set curbuf buf action if defined feat listcmds defined feat scrollbind defined feat cursorbind if defined feat listcmds if action dobuf split reset binding curwin reset 'scrollbind' and 'cursorbind' ,patch too many ifdefs problem too many ifdefs solution graduate feat scrollbind and feat cursorbind , patch problem when using a terminal window doesn't work solution add a test for the mouse command
435,constexpr float boost math constants pi float constexpr double dval boost math constants pi double constexpr long double boost math constants pi long double constexpr float boost math float constants pi constexpr double boost math double constants pi constexpr long double boost math long double constants pi endif we need to declare a conceptual type whose precision is unknown at ,constants fix namespace scope constants so they are constexpr see https svn boost org trac boost ticket , xla gpu support for the layout inference piperorigin revid change id ifedfbcdcccfcfbbc
436,static bool is arg address enum argtype argtype return false unsigned long find previous arg address int childno unsigned int argnum unsigned long find previous arg address struct syscallrecord rec unsigned int argnum struct syscallrecord rec struct syscallentry entry unsigned long addr 0 unsigned int call rec shm children childno syscall call rec nr entry syscalls call entry ,convert arg address handling from to , fix a bug in the previous commit piperorigin revid
437,class test util vectordistributiontesthelpers self assertequal 4 5 x shape self assertequal 4 5 log prob x shape def self with self test session mixture same family lib mixturesamefamily mixture distribution categorical lib categorical probs 0 3 0 7 components distribution normal lib normal loc 1 1 scale 0 1 0 5 x sample 4 5 seed 42 log prob x log prob x self assertequal 4 5 1 x shape self assertequal 4 5 1 log prob x shape def self mix probs np float32 3 7 probs np float32 4 6 25 75 ,add unittest for tf contrib distributions mixturesamefamily batch shape piperorigin revid , fix a bug in the docstring of the test case piperorigin revid
438,test add a large string tensor slice which will fail tensorshape shape 100 1000000 tensorshape shape 256 1024 tensorslice slice tensorslice const std vector string data 100000000 const std vector string data 256 1024 std string 8192 'f' status s writer add test2 shape slice data data expect eq s code error invalid argument expect true stringpiece s error message ,make large variable saving tests shorter to prevent timeouts change , fix a bug in the test case piperorigin revid
439,const absl string view khostthreads host cpu const absl string view kgpuplaneprefix device gpu const absl string view kcuptidriverapiplanename host cupti const absl string view kmetadataplane host metadata const absl string view ktfstreamzplane host tfstreamz const int32 khostplaneid 49 const int32 kgpuplanebaseid 0 const int32 kcuptidriverapiplaneid 50 const int32 kmetadataplaneid 51 const int32 kmetadataplaneid 99 const int32 ktfstreamzplaneid 98 const int32 kthreadgroupminplaneid kcuptidriverapiplaneid 1 const int32 kthreadgroupmaxplaneid ktfstreamzplaneid 1 namespace ,tfstreamz metric provider piperorigin revid change id , xla python add a xla interface to the xla client piperorigin revid change id idaceccfcbacfece
440,graph int num const string func test benchmark device num func run iters benchmark bm device func scalar arg 4096 must 4096 arg 32768 arg 131072 arg 1048576 arg 1 12 must 4096 arg 1 13 arg 1 14 arg 1 15 1 13 arg 1 15 arg 1 15 1 14 arg 1 16 arg 1 17 1 15 arg 1 17 arg 1 17 1 16 arg 1 18 arg 1 19 arg 1 20 bm binary scalar cpu less if google cuda tensorflow use rocm ,more granularity for binaryop benchmarks piperorigin revid , add a test for the graph and the graph piperorigin revid
441,from tensorflow python util tf export import tf export this value changes every day with an automatic cl it can be modified in code via forward compatibility horizon or with the environment variable tf forward compatibility delta days which is added to the compatibility date forward compatibility horizon datetime date 2020 9 30 forward compatibility horizon datetime date 2020 10 1 forward compatibility delta days var name tf forward compatibility delta days forward compatibility date number none ,compat update forward compatibility horizon to piperorigin revid change id , compat update forward compatibility horizon to piperorigin revid change id idfffafefeecffceded
442,tflitestatus evalfloat tflitecontext context tflitenode node gettensordata float input gettensorshape filter gettensordata float filter gettensorshape bias gettensordata float bias gettensorshape output gettensordata float output gettensordata float output cpubackendcontext getfromcontext context else tf lite kernel log context unsupported sparse fully connected weight format ,add multi threaded sparse fullyconnected kernel piperorigin revid change id , add support for int ops piperorigin revid
443,static char features static int included patches add new patch number below this line 1724 1723 ,patch vim assignment tests spread out problem vim assignment tests spread out solution create new test file for assignment tests , patch problem when using a channel to be a bit a bit slow solution add a test for the test
444,def get build steps project dir ' ' 80 format name name unpack the corpus and run coverage script coverage env env 'http port ' 'coverage extra args s' project yaml 'coverage extra args' strip if 'dataflow' in project yaml 'fuzzing engines' coverage env append 'full summary per target 1' build steps append 'name' 'gcr io oss fuzz base base runner' 'env' env 'http port ' 'coverage extra args s' project yaml 'coverage extra args' strip 'name' 'gcr io oss fuzz base base runner' 'env' coverage env 'args' 'bash' ' c' 'for f in corpus zip do unzip q f d f ' ,infra generate full coverage for dataflow enabled targets , infra fix a bug in the documentation of the new module change
445,void setup fds void writelog fd 1 pipe n printf opening fds n open sockets open fds dev open fds sys open fds proc open sockets printf done getting fds idx d n fd idx if fd idx ,generate the sockets first this should solve the sporadic 'too many error while generating the sockets cachefile , make the syscall page we can be a bit more than the syscall process
446,class linearclassifier evaluable evaluable trainable trainable feature columns occupation education x occupation optimizer tf contrib linear optimizer sdcaoptimizer example id column 'example id' num loss partitions symmetric l2 regularization 2 0 ,expose number of partitions to tf learn svm estimator for multi machine training of change , update docstring for tf nn rnn py
447,static pyobject cursor itemdescriptionhelper type pyobject vartype pythontype if type pyobject g stringvartype displaysize charsize if py major version 3 else if type pyobject g unicodevartype displaysize charsize endif else if type pyobject g binaryvartype displaysize internalsize else if type pyobject g fixedcharvartype displaysize charsize if py major version 3 else if type pyobject g fixedunicodevartype displaysize charsize endif else if type pyobject g numbervartype if precision displaysize precision 1 ,expose the unicode fixed unicode and long unicode types so that in python one can actually specify the use of the nchar type fields when binding or using setinputsizes , patch problem when using a terminal window doesn't work solution add a test for the cursor
448,term color char u s int n else char format s s dm endif sprintf buf format i 2 char lead i 2 if defined feat vtp defined feat termguicolors s 1 ' ' if eb 033 esc str s 1 ' ' if eb 033 esc str endif if eb 033 esc str 233 s i '3' n 16 38 5 9 n 16 48 5 10 if eb 033 esc str 233 char tail s i '3' n 16 38 5 9 n 16 48 5 10 sprintf buf format lead tail out str buf 0 n 16 n n 8 else ,patch clang warns for undefined behavior problem clang warns for undefined behavior solution move ifdef outside of sprintf call suggestion by michael jarvis closes , patch problem when using a terminal window is a bit slow solution add a test for the gui
449,action template namespace testing include any custom callback actions added by the local installation include any custom actions added by the local installation we must include this header at the end to make sure it can use the declarations from this file include gmock internal custom callback actions h include gmock internal custom gmock generated actions h endif gmock include gmock gmock generated actions h ,rename custom callback actions h pump custom gmock generated actions h pump , fix a bug in the parser test piperorigin revid
450,limitations under the license include tensorflow python framework python op gen internal h include stdio h include float h include stdio h include iomanip include sstream include unordered map ,sanitize with clang foramt signed off by yong tang yong tang github outlook com , add a test for the new op op piperorigin revid change id iefaaedbcfceefdda
451,typedef std function void const status statuscallback debug only version of tf check ok compiler still parses 'val' even in opt mode ifdef ndebug ifndef ndebug define tf dcheck ok val tf check ok val else define tf dcheck ok val ,fix reversed sense of ifndef ndebug in definition of tf dcheck ok change , fix a bug in the parser test piperorigin revid
452,class hoistcommonfactoroutofaggregation public arithmeticoptimizerstage them it's possible that rewritten node already exists in a graph return rewritten nodes find node name rewritten nodes end ctx node map nodeexists node false ctx node map nodeexists node true ctx node map nodeexists node true ctx node map nodeexists node keep names of the nodes that were optimized by this stage ,grappler fix bug in arithmetic optimizer causing non unique node names piperorigin revid , fix a bug in the test case piperorigin revid
453,author 'oracle' version '2 0' the full version including alpha beta rc tags release '2 0 0 beta 2' release '2 0 0 beta 3' the theme to use for html pages html theme 'oracle' ,preparation for release of odpi c beta , fix a bug in the new module of the new module of the new module and the new module is not used in the new class class and the new class class and the new class is not used in the same class piperorigin revid
454,class audioprocessor object self background data background dir os path join self data dir background noise dir name if not os path exists background dir if not gfile exists background dir return self background data with tf compat v1 session graph tf graph as sess wav filename placeholder tf compat v1 placeholder tf string ,fix warnings and minor refactoring piperorigin revid change id , fix a bug in the docstring of the new api api piperorigin revid change id ieedaecadfaccdddeec
455,class test testcase self assertequal set m variables set ops get collection ops graphkeys local variables self assertequal ops get collection ops graphkeys global variables self assertequal set m variables set ops get collection ops graphkeys metric variables def self with context graph mode ops graph as default m metrics mean use global variables true m 1000 self assertequal set m variables set ops get collection ops graphkeys global variables self assertequal ops get collection ops graphkeys local variables self assertequal set m variables set ops get collection ops graphkeys metric variables ,allow eager metrics to save internal variables by using global variables piperorigin revid , fix a bug in the docstring of the test case piperorigin revid
456,static funcentry t global functions screenrow 0 0 0 ret number f screenrow screenstring 2 2 fearg 1 ret string f screenstring search 1 4 fearg 1 ret number f search searchcount 0 1 fearg 1 ret dict any f searchcount 1 3 fearg 1 ret number f searchpair 3 7 0 ret number f searchpair 3 7 0 ret list number f ,patch cannot get the search statistics problem cannot get the search statistics solution add the searchcount function fujiwara takuya closes , patch problem when using a terminal window is a bit slow solution add a test for the test
457,static const unsigned int tcp opts tcp congestion tcp md5sig tcp cookie transactions tcp thin linear timeouts tcp thin dupack tcp user timeout tcp repair tcp repair queue tcp queue seq tcp repair options tcp fastopen tcp timestamp tcp notsent lowat tcp cc info tcp notsent lowat tcp cc info tcp save syn tcp saved syn void tcp setsockopt struct sockopt so ,add tcp save syn tcp saved syn , fix a bug in the syscall page
458,int32 tputopologyexternal core type int32 tputopologyexternal const return tpu executorapifn tputopology topology int32 tputopologyexternal const return tpu executorapifn tputopology topology tputopologyexternal chip bounds const return tpu executorapifn tputopology topology tpu executorapifn tputopology topology ,add chipsperhost api to tputopologyexternal piperorigin revid change id , xla python fix a bug in the hlo evaluator piperorigin revid change id icccbcbdbcfaadbee
459,from future import print function import cx oracle import db config con cx oracle connect pythonhol welcome localhost orclpdb con cx oracle connect db config user db config pw db config dsn cur con cursor create table ,modified the solutions of the hol for collaborate added db config and made changes to solutions to use db config values , fix a bug in the test case piperorigin revid
460,class randomdatasetparams public datasetparams return status ok virtual string op name const override virtual string dataset type const override return randomdatasetop kdatasettype ,update test case to match latest version of test harness , fix a bug in the test case piperorigin revid
461,tfe op tfe context ctx const tensorflow nameattrlist func namespace void tfe tfe context ctx tensorflow eagercontext context tensorflow contextfrominterface tensorflow unwrap ctx context startstep tensorflow unwrap ctx startstep void tfe tfe context ctx tensorflow eagercontext context tensorflow contextfrominterface tensorflow unwrap ctx context endstep tensorflow unwrap ctx endstep const tfe tfe tfe op op ,add and which are used in training models piperorigin revid change id , tf data optimization to use the gradient of the graph piperorigin revid
462,public patternmatchresult matchandrewrite operation op arrayref value operands patternrewriter rewriter const override auto int64ty lowering converttype operands 0 gettype auto int64ty lowering converttype rewriter getintegertype 64 edsc scopedcontext context rewriter op getloc rewriter replaceop op extractvalue int64ty operands 0 rewriter 1 ,fix type lowering to llvm this fixes a bug where the result type was incorrect when lowering to llvm piperorigin revid , xla gpu support for the hlo instruction piperorigin revid change id icabdabcccecababba
463,include trinity h include sanitise h static void sanitise unused unsigned long a1 unused unsigned long a2 unused unsigned long a3 unsigned long a4 unused unsigned long a5 unused unsigned long a6 retry pos if int a4 0 a4 rand64 goto retry pos struct syscall syscall name num args 4 ,move sanity into syscall def , move the syscall page to the syscall process
464,class variablestestcase test testcase sess run v0 initializer sess run add def self def cond i return i 10 def body i zero array ops zeros dtype dtypes int32 v variables variable initial value zero return i 1 v read value with self assertraisesregexp valueerror inside a control flow control flow ops while loop cond body 0 0 def self with self test session var x variables variable 2 0 ,issue a more user friendly error message if a variable's initializer is from inside a control flow scope such as tf cond or tf while loop fixes piperorigin revid , fix a bug in the docstring of the test case piperorigin revid
465,void check parent pid void fixme add locking so only one child does this output output 0 bugtxt child pid d got reparented parent pid d watchdog pid d n pid mainpid shm watchdog pid pid mainpid watchdog pid output 0 bugtxt last syscalls n for i 0 i max nr children i ,move watchdog pid out of shm take this way should work better , fix a bug in the watchdog page
466,checkederror parser parsesinglevalue value e assert 0 shouldn't happen we covered all types e constant 0 next else bool match false ,fixed json integers as strings not being parsed correctly change id tested on linux , fix a bug in the parser test piperorigin revid
467,class sleepmilliseconds random generate 30 gtest check posix success pthread mutex unlock memory barrier mutex gtest check posix success pthread mutex destroy memory barrier mutex value temp 1 ,fixes a resource leak in gtest port test by haruka iwao , fix a bug in the file file
468,class sliceop public opkernel return if slice dim0 t input shape if slice dim0 isdim0slicealigned t input shape begin 0 size 0 vlog 1 slice dim 0 input shape debugstring check ge input dims 1 otherwise is identity should be true context set output 0 input slice begin 0 begin 0 size 0 ,optimize slice for d tensors avoid copy for aligned slices of d tensors the previous alignment check returned false for d aligned slices resulting in an unnecessary copy change , add a test for the test case piperorigin revid
469,absl status gpuoperation compile const creationcontext creation context code main function compiler options creation context context creation context device kernel return postcompilecheck creation context device info return postcompilecheck creation context device info kernel info int3 gpuoperation getgridsize const ,kernelinfo separated from kernel gpuoperation don't need api specific now and uses kernelinfo api neutral piperorigin revid change id , xla gpu support for the xla client piperorigin revid change id idaceccfcbacfece
470,status dynamicdimensioninferencevisitor foreachoperanddynamicdimension static statusor dynamicdimensioninference dynamicdimensioninference run hlomodule module vlog 0 param config module dynamic parameter binding tostring vlog 2 param config module dynamic parameter binding tostring dynamicdimensioninference inference module tf return if error inference analyzedynamicdimensions return inference ,xla fix vlog usage in dynamic dimension inference that caused a lot of log spam piperorigin revid , xla gpu support for xla hlo client piperorigin revid change id iffcbbabfbaeecaeaa
471,class eagercontext public core refcounted mutex remote state mu uint64 context id uint64 context id guarded by remote state mu std vector string remote contexts int keep alive secs guarded by remote state mu ,fix two race conditions found in eager c api test context id shouldn't be read during update eagerexecutor state should be set before creating eagerexecutor thread piperorigin revid , xla python python gpu support to be enabled piperorigin revid change id ifdfebeffeebfcdeae
472,a different filter to each input channel expanding from 1 channel to channel multiplier channels for each then concatenates the results together thus the output has in channels channel multiplier channels for k in 0 in channels 1 for q in 0 channel multiplier 1 output b i j k channel multiplier q sum di dj input b strides 1 i di strides 2 j dj k filter di dj k q must have strides 0 strides 3 1 for the most common case of the same horizontal and vertices strides strides 1 stride stride 1 ,improve docs for tf nn depthwise convd native , fix a bug in the new delegate test piperorigin revid
473,expand wildcards eval pat num file file flags expand wildcards calls gen expand wildcards and removes files matching 'wildignore' returns ok or fail returns ok or fail when fail then num file won't be set int expand wildcards num pat pat num file file flags expand wildcards num pat pat num file file flags retval gen expand wildcards num pat pat num file file flags when keeping all matches return here if flags ew keepall if flags ew keepall retval fail return retval ifdef feat wildign ,fixed crash with find completion using uninitialized count , patch problem when using a terminal window is a bit solution add a few more tests to the new code
474,class customgradienttest test testcase gx gradients impl gradients fx x 0 fx gx sess run fx gx self assertallequal f x fx self assertallequal g x gx self assertallclose f x fx self assertallclose g x gx def test works correctly both f g zero self with self test session as sess class customgradienttest test testcase gx gradients impl gradients fx x 0 fx gx sess run fx gx self assertallequal f x fx self assertallequal g x gx self assertallclose f x fx self assertallclose g x gx def test works correctly vector of vars self with self test session as sess ,change contrib bayesflow custom grad tests to assertallclose piperorigin revid , fix a bug in the docstring of the test piperorigin revid
475,class modelfntests test util tensorflowtestcase l2 0 01 tree complexity 0 min node weight 0 center bias center bias center bias center bias pruning mode 'none' estimator spec boosted trees bt model fn pylint disable protected access features features ,boosted trees revealing pruning mode as one of the parameters for a gbdt estimator piperorigin revid , fix a bug in the test case piperorigin revid
476,dt cg act exit dt pcb t pcb dt node t dnp dtrace actkind t kind dt regset free pcb pcb regs dnp dn args dn reg static void dt cg act freopen dt pcb t pcb dt node t dnp dtrace actkind t kind static void dt cg act ftruncate dt pcb t pcb dt node t dnp dtrace actkind t kind dt cg act dt pcb t pcb dt node t dnp dtrace actkind t kind static void dt cg act system dt pcb t pcb dt node t dnp dtrace actkind t kind static void dt cg act trace dt pcb t pcb dt node t dnp dtrace actkind t kind ,add and system support signed off by eugene loh eugene loh oracle com reviewed by kris van hees kris van hees oracle com , dtrace dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt
477,def run in graph and eager modes func none except unittest case skiptest pass if reset test this decorator runs the wrapped test twice reset the test environment between runs self teardown self tempdir none self setup def run eagerly self kwargs if not use gpu with ops device cpu 0 def run in graph and eager modes func none assert no garbage created run eagerly with context eager mode if reset test this decorator runs the wrapped test twice reset the test environment between runs self teardown self tempdir none self setup run eagerly self kwargs return decorated ,run setup in the same mode each time piperorigin revid , fix a bug in the docstring of the docstring of the tf data strategy piperorigin revid
478,limitations under the license should implement their own versions of this function void respondtodetection tflite errorreporter error reporter int8 t person score int8 t no person score if person score no person score led on led green else ,correcting for pr comments , xla python fix a bug in the client backend piperorigin revid change id iefaaedbcfceefdda
479,class memorycheckertest test testcase foo foo pylint disable unused variable memory checker record snapshot todo kkb 'builtins weakref' 1 is unexpected locate and fix it todo kkb 'builtins weakref' 1 'builtins function' 1 is unexpected locate and fix it memory checker assert no new python objects threshold ' main foo' 1 'builtins weakref' 1 'builtins weakref' 1 'builtins function' 1 memory checker assert no new python objects threshold ' main foo' 2 'builtins weakref' 1 'builtins weakref' 1 'builtins function' 1 def self ,temporarily whitelist an unexpected in test which was flaky due to this piperorigin revid change id , fix a bug in the docstring of the test case piperorigin revid
480,status graphdef graph def specs prune unused nodes false specs convert legacy fed inputs false specs graph as function false specs upgrade legacy false specs upgrade legacy true tf return if error config feed name remap specs tf return if error config specs ,tf mlir when importing graphdef to mlir for tfcompile set upgrade legacy flag to allow the functionalization of tensorflow v control flow piperorigin revid change id , tf data optimization for tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental piperorigin revid change id idbefdcccaffb
481,class def function function self concrete functions concrete functions self function spec function spec prevent from spamming users with frequent tracing warnings self omit frequent tracing warning true def list all concrete functions for serialization self return self concrete functions ,reduce retracing warning from piperorigin revid change id , fix a bug in the docstring of the test case piperorigin revid
482,whitelist 'python platform control imports py' 'tools docker jupyter notebook config py' 'tools ci build update version py' 'tools ci build copy binary py' tests that must not import division ,adding a copy binary script to github to change python versions for whl files piperorigin revid , fix a bug in the file in the file piperorigin revid
483,void runonmodule helper that propagates an op's recorded operand device assignments to its called function's arguments auto propagate operands to callee arguments operation caller llvm iterator range operanditerator caller operands operation caller operation operand range caller operands llvm stringref called func name const caller res auto callee ,nfc use operation result range operand range instead of spelling out the entire type piperorigin revid change id , xla gpu support for the hlo client piperorigin revid change id iebdeaedebeebedaa
484,class test testcase def testplaceholder self foo array ops sparse placeholder dtypes float32 shape 10 47 self assertallequal 10 47 foo get shape self assertallequal none 2 foo indices get shape as list def self foo array ops sparse placeholder dtypes float32 shape none 47 self assertallequal none none foo get shape as list self assertallequal none 2 foo indices get shape as list def self foo array ops sparse placeholder dtypes float32 shape none self assertallequal none foo get shape self assertallequal none none foo indices get shape as list if name main ,make indices placeholder in sparse placeholder maintain rank information piperorigin revid , fix a bug in the docstring of the test case piperorigin revid
485,void dpienv free dpienv env dpierror error if env i env i env null ifndef win32 free env i if env versioninfo versionnum 12 free env i endif env i null ,with client the thread key destructor does run at process exit even if the thread key itself has been destroyed so ensure that the same code that runs on windows runs on platforms other than windows as well , fix a bug in the documentation of the client client client
486,include mlir spirv spirvops h namespace mlir include mlir spirv transforms stdopstospirvconversion cpp inc include stdopstospirvconversion cpp inc namespace mlir using namespace mlir ,nfc move standard to spir v conversion to lib conversion piperorigin revid , fix a bug in the dtrace dtrace dtrace dtrace dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt
487,bool gpumultioutputfusion shapescompatibleforfusion hloinstruction instr1 element instr fused expression root special handling of kreduce instructions the fusion applies to the first operand if element instr opcode hloopcode kreduce return element instr operand 0 shape return element instr shape the elementwise output shapes must be the same including layout return shapeutil shapeutil equal get element shape instr1 get element shape instr2 return shapeutil equal get element shape instr1 get element shape instr2 bool gpumultioutputfusion hloinstruction instr ,xla gpu check the reduce input shape when multi output fusing reduces otherwise we can end up in a situation where incompatible reduces that happen to have the same output shape are fused piperorigin revid , xla gpu support for the hlo evaluator piperorigin revid change id icabdabcccecababba
488,class graph object names are ignored but it will not check for pre existing membership of value in any of the collections in names names can be any iterable but if names is a string it is treated as a single collection name args names the keys for the collections to add to the graphkeys class contains many standard names for collections value the value to add to the collections for name in set names make sure names are unique but treat strings as a single collection name names names if isinstance names six string types else set names for name in names self add to collection name value def get collection ref self name ,make sure add to collection treats a passed in string as a single name added tests for add to collections change , tf data vectorization to use tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental tf data experimental v piperorigin revid
489,public class flatbufferbuilder param s the string to encode return the offset in the buffer where the encoded string starts public int createstring string s public int createstring s int length s length int int length encoder if dst null dst capacity ,can now use of string works with http io api io util html https docs oracle com docs api java html https docs oracle com docs api java lang html , fix a bug in the parser test piperorigin revid
490,static char features static int included patches add new patch number below this line 1007 1006 ,patch problem when a symbolic link points to a file in the root directory the swapfile is not correct solution do not try getting the full name of a file in the root directory closes , patch problem when using a channel to be a bit a bit slow solution add a test for the test
491,status init const functiondef function def function ' function def signature name ' has a preferred device but does not implement an interface handles the case that api implements exists but device does not exist currently this is for tf lite mlir which depends on api implements if interface name empty preferred device empty vlog 1 a function has api implements interface name but api preferred device interface name clear return status ok ,handle the case where api implements exists but api device does not exist piperorigin revid change id , fix a bug in the graph piperorigin revid
492,void generate rand bytes unsigned char ptr unsigned int len unsigned int i unsigned char choice rand 3 unsigned int startoffset 0 remain unsigned char separators 3 ' ' ' ' ' 0' unsigned char separator switch choice switch rand 3 case 0 complete garbage for i 0 i len i ,random remove unnecessary local var , make the syscall page we can be a child process
493,public final class tensorbufferfloat extends tensorbuffer return arr override public float int return buffer getfloat 2 override nonnull public int public final class tensorbufferfloat extends tensorbuffer return arr override public int int return int buffer getfloat 2 override public int gettypesize return data type bytesize ,implement index accessors to tensorbuffer piperorigin revid change id , fix a bug in the parser test piperorigin revid
494,class prepackedcache returns the total size in bytes of data held in this cache int const return cache size all calls to get current go through here todo b profile timestamps on relevant models to see if this level of is sufficient is cheap so it would be nice to keep it timepoint cachenow const return performs the memory allocation for the data and sums members of a void pmatrix ,ruy profile cache ejection piperorigin revid change id , xla python fix a bug in the hlo client piperorigin revid change id icccbcbdbcfaadbee
495,include set include sstream include string include type traits include utility include vector include gmock gmock actions h class functionmocker r args final public untypedfunctionmockerbase const oncallspec f const spec args if spec nullptr os internal type equals result void value returning directly n returning default value n os std is void result value returning directly n returning default value n else os taking default action specified at n formatfilelocation spec file spec line n ,remove custom implementations of std is same , fix a bug in the dtrace dtrace dtrace dtrace dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt dt
496,void greedypatternrewritedriver simplifyfunction addtoworklist operand getowner res replacealluseswith i op erase op erase continue ,when canonicalizing only erase the operation after calling the hook if replacement results were supplied this fixes a bug where the operation would always get erased even if it was modified in place piperorigin revid , xla gpu support for the hlo client piperorigin revid
497,else pylint disable line too long console scripts 'tensorboard tensorflow tensorboard backend tensorboard main' 'tensorboard tensorflow tensorboard tensorboard main' pylint enable line too long ,fix tensorboard import path , fix a bug in the docstring of the new module piperorigin revid
498,eval1 char u arg typval t rettv evalarg t evalarg char u p int getnext clear pointer rettv get the first variable ,patch v lock is used when it is not initialized problem v lock is used when it is not initialized yegappan lakshmanan solution initialize the typval in eval , patch problem when using a channel to be a bit a bit slow solution add a test for the gui
499,register kernels gpu double undef register cpu kernels undef register kernels note this op works on cpu only template typename t typename tindex class sparseapplyrmspropop public opkernel class sparseapplyrmspropop public opkernel errors invalidargument indices must be one dimensional for int d 1 d var dims d op requires ctx var dim size d grad dim size d errors invalidargument var and grad must match in dimension d op requires ctx var dim size d grad dim size d errors invalidargument var and grad must match in dimension d const tindex n indices dim size 0 op requires register kernels double int64 undef register kernels namespace tensorflow ,improved the formatting of the code change , add support for int int piperorigin revid
500,class testdistributionstrategywithdatasets test testcase with self cached session with distribution scope input img keras layers input 64 64 3 name 'img' input lbl keras layers input 64 64 1 name input lbl keras layers input 64 64 2 name input weight keras layers input 64 64 name 'weight' predict keras layers conv2d 2 1 1 padding 'same' input img loss lambda keras layers lambda class testdistributionstrategywithdatasets test testcase return inputs targets fake imgs np ones 50 64 64 3 dtype np float32 fake np ones 50 64 64 1 dtype np float32 fake np ones 50 64 64 2 dtype np float32 fake weights np ones 50 64 64 dtype np float32 data dataset ops dataset from tensor slices ,fix failed test case signed off by yong tang yong tang github outlook com , fix a bug in the docstring of the gradient of the gradient of the gradient of the gradient of the gradient of the gradient of the gradient of the input piperorigin revid
501,class oplevelcostestimator int n int k struct std vector int batch dims matmul dims struct convolutiondimensions int64 batch batch size int64 ix input size x class oplevelcostestimator bool found unknown shapes const int64 const opinfo op info bool found unknown shapes const int64 const opinfo op info batch mat mul bool found unknown shapes const int64 countconv2dbackpropinputoperations const opinfo op info convolutiondimensions returned conv dims bool found unknown shapes const ,adding a data structure to extract batch mat mul parameters along with a version of the that can extract batch mat mul parameters piperorigin revid change id , fix a bug in the graph piperorigin revid
502,static char features static int included patches add new patch number below this line 2265 ,patch position unknown for a mouse click in a popup window problem position unknown for a mouse click in a popup window solution set v mouse col and v mouse lnum closes , patch problem when using a channel to be a bit a bit slow solution add a test for the test
503,namespace detail template class t static t step const t x const t f0 const t f1 const t f2 using std fabs t denom 2 f0 t num 2 f1 f0 f2 f1 t delta ,add test case for root finding also fix missing using declaration in roots hpp , fix a bug in the parser test for the new code svn r
504,test const string credentials json r client id test client id client test client client refresh token test refresh token type user test std vector httprequest requests new fakehttprequest uri https www googleapis com v3 token n post body client id test client id client test client client refresh token test refresh token type refresh token n env ,change the client secret that looks like a private key to something more obviously fake piperorigin revid change id , fix a bug in the test piperorigin revid
505,find name end arg expr start expr end flags else if br nest 0 mb nest 0 p ' ' s is start of s var but n is not and can be used in slice n also xx is not a namespace slice n also xx is not a namespace but ns is len int p arg if len 1 vim strchr namespace char arg null len 1 len 1 p 1 ' ' break ,patch problem using ns in variable name does not work lilydjwg solution fix recognizing colon add a test , patch problem when using a terminal window is a bit slow solution add a test for the command line
